ROWID	_Envi1_1|INTEGER	_Envi1_2|INTEGER	_Envi1_3|INTEGER	_Envi1_4|INTEGER	_Envi1_5|INTEGER	_Envi2_1|INTEGER	_Envi2_2|INTEGER	_Envi2_3|INTEGER	_Envi2_4|INTEGER	_Envi2_5|INTEGER	_Envi3_1|INTEGER	_Envi3_2|INTEGER	_Envi3_3|INTEGER	_Envi3_4|INTEGER	_Envi3_5|INTEGER	_Envi4_1|INTEGER	_Envi4_2|INTEGER	_Envi4_3|INTEGER	_Envi4_4|INTEGER	_Envi4_5|INTEGER	_Envi5_1|INTEGER	_Envi5_2|INTEGER	_Envi5_3|INTEGER	_Envi5_4|INTEGER	_Envi5_5|INTEGER	_Envi6_1|INTEGER	_Envi6_2|INTEGER	_Envi6_3|INTEGER	_Envi6_4|INTEGER	_Envi6_5|INTEGER	_Envi7_1|INTEGER	_Envi7_2|INTEGER	_Envi7_3|INTEGER	_Envi7_4|INTEGER	_Envi7_5|INTEGER	_Envi8_1|INTEGER	_Envi8_2|INTEGER	_Envi8_3|INTEGER	_Envi8_4|INTEGER	_Envi8_5|INTEGER	_Envi9_1|INTEGER	_Envi9_2|INTEGER	_Envi9_3|INTEGER	_Envi9_4|INTEGER	_Envi9_5|INTEGER	_Envi10_1|INTEGER	_Envi10_2|INTEGER	_Envi10_3|INTEGER	_Envi10_4|INTEGER	_Envi10_5|INTEGER	_Envi11_1|INTEGER	_Envi11_2|INTEGER	_Envi11_3|INTEGER	_Envi11_4|INTEGER	_Envi11_5|INTEGER	_Envi12_1|INTEGER	_Envi12_2|INTEGER	_Envi12_3|INTEGER	_Envi12_4|INTEGER	_Envi12_5|INTEGER	_Envi1_Prob|FLOAT	_Envi2_Prob|FLOAT	_Envi3_Prob|FLOAT	_Envi4_Prob|FLOAT	_Envi5_Prob|FLOAT	_Envi6_Prob|FLOAT	_Envi7_Prob|FLOAT	_Envi8_Prob|FLOAT	_Envi9_Prob|FLOAT	_Envi10_Prob|FLOAT	_Envi11_Prob|FLOAT	_Envi12_Prob|FLOAT	_EnviAbyss1|INTEGER	_EnviAbyss2|INTEGER	_EnviAbyss3|INTEGER	_EnviAbyss1_Prob|FLOAT	_EnviAbyss2_Prob|FLOAT	_EnviAbyss3_Prob|FLOAT
57	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
58	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
59	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
60	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
61	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
62	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
63	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
64	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.333334	0.333333	0.333333
66	2055	2055	2054	2054	2054	2066	2066	2066	2066	2066	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
67	2055	2055	2054	2054	2054	2066	2066	2066	2066	2066	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
68	2055	2055	2054	2054	2054	2066	2066	2066	2066	2066	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.333334	0.333333	0.333333
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.333334	0.333333	0.333333
71	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
72	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
73	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
74	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.333334	0.333333	0.333333
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.333334	0.333333	0.333333
81	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
82	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
83	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
86	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
87	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
88	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
89	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
91	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
92	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
93	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
96	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
97	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
98	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
99	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
101	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
102	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1877	1878	1879	0.333334	0.333333	0.333333
103	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
106	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
107	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
108	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
109	2000	2000	2000	2000	2000	2004	2004	2004	2004	2004	2003	0	0	0	0	1999	0	0	0	0	2001	2001	2001	2001	2001	2005	2005	0	0	0	1998	0	0	0	0	1997	0	0	0	0	1995	1995	1995	0	0	2047	0	0	0	0	2046	2046	2046	0	0	2047	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1874	1875	1876	0.333334	0.333333	0.333333
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
111	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
112	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
113	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
114	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1874	1875	1876	0.333334	0.333333	0.333333
