ROWID	_NameID|INTEGER	_FunctionDescriptionID|INTEGER	_ActorIndex|INTEGER	_TalkFile|TEXT	_ScriptFile|TEXT	_Param1|INTEGER	_Param2|INTEGER	_Quest1|INTEGER	_Quest2|INTEGER	_Quest3|INTEGER	_Quest4|INTEGER	_Quest5|INTEGER	_Quest6|INTEGER	_Quest7|INTEGER	_Quest8|INTEGER	_Quest9|INTEGER	_Quest10|INTEGER	_Quest11|INTEGER	_Quest12|INTEGER	_Quest13|INTEGER	_Quest14|INTEGER	_Quest15|INTEGER	_Quest16|INTEGER	_Quest17|INTEGER	_Quest18|INTEGER	_Quest19|INTEGER	_Quest20|INTEGER	_Quest21|INTEGER	_Quest22|INTEGER	_Quest23|INTEGER	_Quest24|INTEGER	_Quest25|INTEGER	_Quest26|INTEGER	_Quest27|INTEGER	_Quest28|INTEGER	_Quest29|INTEGER	_Quest30|INTEGER	_Quest31|INTEGER	_Quest32|INTEGER	_Quest33|INTEGER	_Quest34|INTEGER	_Quest35|INTEGER	_Quest36|INTEGER	_Quest37|INTEGER	_Quest38|INTEGER	_Quest39|INTEGER	_Quest40|INTEGER	_Quest41|INTEGER	_Quest42|INTEGER	_Quest43|INTEGER	_Quest44|INTEGER	_Quest45|INTEGER	_Quest46|INTEGER	_Quest47|INTEGER	_Quest48|INTEGER	_Quest49|INTEGER	_Quest50|INTEGER	_QuestUnmarked|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_NpcJobIndex|INTEGER	_BeginTalk1|INTEGER	_BeginTalk2|INTEGER	_BeginTalk3|INTEGER	_BeginTalk4|INTEGER	_FinishTalk1|INTEGER	_FinishTalk2|INTEGER	_FinishTalk3|INTEGER	_FinishTalk4|INTEGER	_OpenShop1|TEXT	_OpenShop2|TEXT	_OpenShop3|TEXT	_OpenShop4|TEXT	_CloseShop1|TEXT	_CloseShop2|TEXT	_CloseShop3|TEXT	_CloseShop4|TEXT	_SizeMin|FLOAT	_SizeMax|FLOAT	_MapIndex|TEXT	_ShopIcon|BOOLEAN	_MinimapShow|BOOLEAN
55	1000000406	0	1046	n055_elite_soldier.xml	n055_elite_soldier.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11949	0	0	0	0	0	0	0									1.0	1.0		false	true
56	1000000407	0	1066	n056_guard_pesent_dalcy.xml	n056_guard_pesent_dalcy.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11949	12037	0	0	12673	0	0	0									1.0	1.0		false	true
57	1000000408	0	1066	n057_guard_pesent_dikinson.xml	n057_guard_pesent_dikinson.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11957	12038	0	0	12674	0	0	0									1.0	1.0		false	true
58	1000003209	0	1009	n058_velskud_mania_rawlence.xml	n058_velskud_mania_rawlence.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
59	1000003210	0	1097	n059_broken_gravestone.xml	n059_broken_gravestone.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
60	1000000411	0	1083	n060_guard_cleric_alcane.xml	n060_guard_cleric_alcane.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11949	12037	0	0	12673	0	0	0									1.0	1.0		false	true
61	1000000357	0	1003	n061_kidnaped_trader_dorin.xml	n061_kidnaped_trader_dorin.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
62	1000016835	1000033875	1519	n062_trainer_lindsay.xml	n062_trainer_lindsay.lua	0	0	8601	8602	8603	8604	8605	8606	8607	8608	8609	0	4055	4056	4057	4058	4059	4060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8700,8701,8702,8703,8704,8705,8706,8707,8708,8709,8710	0	0	15	11804	12039	12129	12203	11891	12432	12523	12595									1.0	1.0	8,11	true	true
63	1000003211	0	1506	n063_whilerose_lena.xml	n063_whilerose_lena.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12650	12650	12130	12204	0	12130	12524	12596									1.0	1.0		false	true
64	1000003211	0	1506	n064_whilerose_lena.xml	n064_whilerose_lena.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12650	12650	12130	12204	0	12130	12524	12596									1.0	1.0		false	true
65	1000003507	0	1501	n065_goblinson04_gosuk.xml	n065_goblinson04_gosuk.lua	0	0	462	463	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
66	1000003507	0	1501	n066_skill_of_battle01_notice.xml	n066_skill_of_battle01_notice.lua	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
67	0	0	1097	n067_lenas_hankie.xml	n067_lenas_hankie.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
68	1000003211	0	1506	n068_whilerose_lena_willdon.xml	n068_whilerose_lena_willdon.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	12650	12650	12130	12204	0	npc_Rena_sp_04_b.wav	npc_Rena_sp_05_a.wav	npc_Rena_sp_06_b.wav						1.0	1.0		false	true
69	1000000420	1000033876	1050	n069_plane_ticketer_arnene.xml	n069_plane_ticketer_arnene.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	16	11805	0	0	0	11892	0	0	0									1.0	1.0	8	false	true
70	1000000421	1000033876	1051	n070_plane_ticketer_sorene.xml	n070_plane_ticketer_sorene.lua	0	0	543	544	545	546	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	16	11958	12040	12041	12205	12434	12433	12525	11893									1.0	1.0	11	false	true
71	1000000422	1000033876	1050	n071_ship_ticketer_karin.xml	n071_ship_ticketer_karin.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11958	12041	12131	0	11893	12434	12526	0									1.0	1.0		false	true
72	1000003211	0	1506	n072_whiterose_lena_blackm.xml	n072_whiterose_lena_blackm.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	12650	12650	12130	12204	0	npc_Rena_sp_04_b.wav	npc_Rena_sp_05_a.wav	npc_Rena_sp_06_b.wav						1.0	1.0		false	true
73	1000008073	0	1004	n073_woman_stephany.xml	n073_woman_stephany.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
74	1000008074	0	1024	n074_porter_harber.xml	n074_porter_harber.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
75	1000008075	0	1030	n075_wounded_huntingturn.xml	n075_wounded_huntingturn.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
76	0	0	1147	n076_dream_rose.xml	n076_dream_rose.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	24234	24235	24236	24237	24238	24239	24240	24244									1.0	1.0		false	true
77	0	0	1042	n077_dream_reon.xml	n077_dream_reon.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10002	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
78	0	0	1031	n078_dream_chandler.xml	n078_dream_chandler.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10001	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
79	0	0	1045	n079_dream_willem.xml	n079_dream_willem.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
80	0	0	1034	n080_dream_lucia.xml	n080_dream_lucia.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
81	0	0	1000	n081_dream_lily.xml	n081_dream_lily.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
82	0	0	1002	n082_dream_harold.xml	n082_dream_harold.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
83	0	0	1009	n083_dream_velskud.xml	n083_dream_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
84	0	0	1097	n084_geraint_velskud.xml	n084_geraint_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
85	0	0	1097	n085_geraint_velskud.xml	n085_geraint_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
86	1000003213	0	1046	n086_saint_guard.xml	n086_saint_guard.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
87	1000009290	0	1601	n087_beggar.xml	n087_beggar.lua	0	0	0	0	8101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8102,8103,8104,8105,8106,8107,8108,8109,8110,8111,8112,8114	0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	11	true	true
88	1000000439	1000086179	1052	n088_scholar_starshy.xml	n088_scholar_starshy.lua	0	0	0	484	505	506	507	460	0	0	0	475	423	440	441	390	4007	4008	4009	4111	4113	4114	4115	4116	4117	4152	4153	4154	4229	4232	0	4293	4295	4338	9308	9309	9320	4422	4425	9608	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11806	12042	12132	12206	11894	12435	12527	12597	npc_Starsh_0088_sp_05_b.wav	npc_Starsh_0088_sp_06_c.wav			npc_Starsh_0088_sp_07_b.wav	npc_Starsh_0088_sp_08_a.wav			1.0	1.0	11	true	true
89	1000003213	0	1046	n089_saint_guard.xml	n089_saint_guard.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
90	1000003214	0	1046	n090_saint_guard_captain.xml	n090_saint_guard_captain.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11949	0	0	0	12674	0	0	0									1.0	1.0		false	true
91	1000003215	1000033824	1127	n091_trader_bellin.xml	n091_trader_bellin.lua	0	0	496	497	498	459	0	458	0	7201	7212	7213	7214	7215	7216	7217	7218	7219	7220	7221	4015	4031	4033	4034	4036	4037	875	4080	4086	4098	4124	4125	4126	4127	4128	4129	9241	4130	7225	7226	0	3619	0	0	0	0	0	0	0	0	0	0	7202,7203,7204,7205,7206,7207,7208,7209,7210,7211,7222,7223,7224	0	0	1	11959	12043	12133	12207	12675	12436	12528	12598	npc_Bellin_0091_sp_05_a.wav	npc_Bellin_0091_sp_06_b.wav			npc_Bellin_0091_sp_07_a.wav	npc_Bellin_0091_sp_08_b.wav			1.0	1.0	11	true	true
92	1000003216	1000033825	1016	n092_trader_kelly.xml	n092_trader_kelly.lua	0	0	582	588	589	478	633	0	648	649	650	651	652	653	662	663	4017	4019	4021	4082	4083	4087	4088	4096	4097	4158	4166	4172	4173	4174	4175	4578	4585	2381	2382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5151,5152,5153,5154,5155,5156,5157,5158,5159,5160,5161,5162,5163	0	0	3	11960	12044	0	0	12676	12437	0	0									1.0	1.0	11	true	true
93	1000005413	0	1053			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
94	1000000445	0	1054			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
95	1000004756	0	1055	n095_adventure_alonzo.xml	n095_adventure_alonzo.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
96	1000000447	0	1056			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
97	1000000448	0	1057			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10001	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
98	1000000449	1000033827	1058	n098_warrior_master_lodrigo.xml	n098_warrior_master_lodrigo.lua	0	0	468	469	470	531	499	500	501	0	4061	4062	4063	4064	4065	4066	4079	4084	4108	4110	0	4161	4162	4163	4164	4227	4235	4291	4292	0	0	4998	3823	3824	3895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10001	0	8	11807	12045	12134	12208	11895	12438	12529	12599	npc_Rodrigo_sp_05_b.wav	npc_Rodrigo_sp_06_a.wav			npc_Rodrigo_sp_07_a.wav	npc_Rodrigo_sp_08_b.wav			1.0	1.0	11	false	true
99	1000000450	0	1059	n099_engineer_hubert.xml	n099_engineer_hubert.lua	0	0	302	305	306	307	0	401	208	432	9300	9478	9590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5902,5903,5904,5905,5906,5912,5913	0	0	0	11808	12046	12135	0	11896	12439	12530	0									1.0	1.0	8	false	true
100	1000006300	1000061187	1145	n100_event_ilyn.xml	n100_event_ilyn.lua	0	0	0	0	5094	5095	5096	5097	5098	5099	664	995	4043	4048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5002,5003,5004,5005,5006,5007,5008,5009,5010,5011,5012,5013,5014	0	0	0	11809	12047	0	0	11897	12440	0	0									1.05	1.05	1,5,8,11	false	true
101	1000044331	0	1161	n101_event_tracey.xml	n101_event_tracey.lua	0	0	2120	2121	2122	2123	2124	2125	2126	2127	2128	2129	2131	2132	2133	2134	2135	2136	2137	2138	2139	2140	9264	9282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11960	12044	0	0	12676	12437	0	0									1.0	1.0		false	true
102	1000009855	0	1515	n102_donhicote.xml	n102_donhicote.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
103	1000009856	0	1516	n103_chanso.xml	n103_chanso.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
104	1000009855	0	1515	n104_donhicote.xml	n104_donhicote.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
105	1000009856	0	1516	n105_chanso.xml	n105_chanso.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
106	1000000454	0	1065	n106_prairie_wounded.xml	n106_prairie_wounded.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12651	12649	0	0	12672	12431	0	0									1.0	1.0		false	true
107	1000000455	0	1064	n107_prairie_prison.xml	n107_prairie_prison.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12651	12649	0	0	12672	12431	0	0									1.0	1.0		false	true
108	1017244	0	1009	n010_velskud.xml	n010_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11947	12006	12114	0	12661	12402	12508	0									1.0	1.0		false	true
109	1000009804	0	1164	n109_hlep_borad.xml	n109_hlep_borad.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
110	1000009855	0	1515	n110_donhicote.xml	n110_donhicote.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
111	1000009856	0	1516	n111_chanso.xml	n111_chanso.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
112	1000017045	0	1609	n112_wisp_kevin.xml	n112_wisp_kevin.lua	0	0	607	608	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	22264	22265	22266	22267	22268	22269	22270	22271									1.0	1.0		false	true
113	1000010693	0	1087	n113_apocal_kevin.xml	n113_apocal_kevin.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11953	12018	0	0	12667	12414	0	0									1.0	1.0		false	true
114	1000010693	0	1087	n114_apocal_kevin.xml	n114_apocal_kevin.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11953	12018	0	0	12667	12414	0	0									1.0	1.0		false	true
115	1000010693	0	1087	n115_apocal_kevin.xml	n115_apocal_kevin.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11953	12018	0	0	12667	12414	0	0									1.0	1.0		false	true
116	1000016607	0	1518	n116_sparta.xml	n116_sparta.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.25	1.25		false	true
117	1000016835	0	1519	n117_trainer_lindsay.xml	n117_trainer_lindsay.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
118	1000017311	0	1527	n118_gobl_chef.xml	n118_gobl_chef.lua	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		261	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
119	1000018166	0	1171	n119_ranking_board.xml	n119_ranking_board.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
120	1000000455	0	1064	n120_prairie_prison.xml	n120_prairie_prison.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12651	12649	0	0	12672	12431	0	0									1.0	1.0		false	true
121	1000000455	0	1064	n121_prairie_prison.xml	n121_prairie_prison.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12651	12649	0	0	12672	12431	0	0									1.0	1.0		false	true
122	1000000454	0	1065	n122_prairie_wounded.xml	n122_prairie_wounded.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12651	12649	0	0	12672	12431	0	0									1.0	1.0		false	true
