ROWID	_Strength|INTEGER	_Agility|INTEGER	_Intelligence|INTEGER	_Stamina|INTEGER	_Experience|INTEGER	_SuperAmmor|INTEGER	_SkillPoint|INTEGER	_Fatigue|INTEGER	_DeadDurabilityRatio|FLOAT	_KillScore|INTEGER	_Assistscore|INTEGER	_Assistdecision|INTEGER	_Aggroper|FLOAT	_WeekFatigue|INTEGER	_SKillUsageRatio|DOUBLE	_IllegalAmount|INTEGER	_BanAmount|INTEGER	_AggroperPvE|FLOAT	_VIPFatigue|INTEGER	_VIPExp|INTEGER	_LevelDExp|INTEGER	_BaseMP|INTEGER	_Critical|DOUBLE
191	2423	3400	1739	2130	900000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4792337	74281230	1.0	150	10	5221939	50000	11900.0
192	2523	3540	1811	2218	910000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4821311	74730313	1.0	150	10	5221939	50000	12390.0
193	2623	3680	1883	2306	920000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4850573	75183887	1.0	150	10	5221939	50000	12880.0
194	2723	3820	1955	2394	930000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4880129	75641997	1.0	150	10	5221939	50000	13370.0
195	2836	3977	2036	2493	940000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4909980	76104687	1.0	150	10	5221939	50000	13919.5
196	2948	4135	2117	2592	950000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4940129	76572005	1.0	150	10	5221939	50000	14472.5
197	3060	4293	2198	2691	960000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	4970580	77043996	1.0	150	10	5221939	50000	15025.5
198	3173	4450	2279	2790	970000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	5001336	77520707	1.0	150	10	5221939	50000	15575.0
199	3286	4607	2360	2889	980000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	5032399	78002185	1.0	150	10	5221939	50000	16124.5
200	3398	4765	2441	2988	990000	100	2	1500	0.04	100	50	33	1.0	3000	0.0063	5063773	78488478	1.0	150	10	5744132	50000	16677.5
201	10	13	17	10	0	100	0	1500	0.04	100	50	33	1.0	3000	0.01225	137172	2126166	1.0	150	10	50000	50000	45.5
202	11	15	20	12	10000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	155333	2407658	1.0	150	10	50000	50000	52.5
203	13	17	23	13	20000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	197528	3061679	1.0	150	10	50000	50000	59.5
204	14	19	26	15	30000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	223679	3467028	1.0	150	10	50000	50000	66.5
205	16	21	29	16	40000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	284440	4408818	1.0	150	10	112500	50000	73.5
206	17	23	32	18	50000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	274024	4247368	1.0	150	10	112500	50000	80.5
207	19	25	34	20	60000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	309599	4798781	1.0	150	10	112500	50000	87.5
208	20	28	37	21	70000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	491512	7618437	1.0	150	10	112500	50000	98.0
209	22	30	39	23	80000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	589814	9142125	1.0	150	10	168750	50000	105.0
210	23	32	43	24	90000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	707777	10970550	1.0	150	10	168750	50000	112.0
211	25	34	45	26	100000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	801483	12422989	1.0	150	10	168750	50000	119.0
212	26	36	48	28	110000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	1019199	15797591	1.0	150	10	168750	50000	126.0
213	28	38	51	29	120000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	1154136	17889103	1.0	150	10	168750	50000	133.0
214	29	40	54	31	130000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	1446976	22428130	1.0	150	10	168750	50000	140.0
215	31	42	57	32	140000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	1592707	24686963	1.0	150	10	168750	50000	147.0
216	33	45	60	34	150000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	1810564	28063745	1.0	150	10	506250	50000	157.5
217	35	47	64	36	160000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	1901456	29472569	1.0	150	10	506250	50000	164.5
218	36	50	68	38	170000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2010204	31158167	1.0	150	10	506250	50000	175.0
219	38	53	71	40	180000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2053373	31827282	1.0	150	10	506250	50000	185.5
220	40	55	75	42	190000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2102770	32592941	1.0	150	10	506250	50000	192.5
221	42	58	78	44	200000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2121950	32890229	1.0	150	10	506250	50000	203.0
222	44	60	82	46	210000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2239133	34706555	1.0	150	10	506250	50000	210.0
223	46	63	85	48	220000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2464645	38202001	1.0	150	10	506250	50000	220.5
224	48	66	88	50	230000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2801769	43427425	1.0	150	10	1012500	50000	231.0
225	51	69	94	53	240000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	2942421	45607518	1.0	150	10	1012500	50000	241.5
226	54	73	99	56	250000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3110704	48215907	1.0	150	10	1012500	50000	255.5
227	56	77	105	59	260000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3177505	49251333	1.0	150	10	1012500	50000	269.5
228	59	81	110	62	270000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3253946	50436158	1.0	150	10	1012500	50000	283.5
229	62	85	115	65	280000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3283626	50896198	1.0	150	10	1012500	50000	297.5
230	65	89	120	68	290000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3464960	53706883	1.0	150	10	1012500	50000	311.5
231	68	93	125	71	300000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3813931	59115934	1.0	150	10	1012500	50000	325.5
232	71	97	130	74	310000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4384056	67952864	1.0	150	10	1316250	50000	339.5
233	74	102	138	78	320000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4487379	69554377	1.0	150	10	1316250	50000	357.0
234	78	107	145	82	330000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4618666	71589320	1.0	150	10	1316250	50000	374.5
235	82	112	152	86	340000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4664991	72307367	1.0	150	10	1316250	50000	392.0
236	86	118	158	90	350000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4728193	73286992	1.0	150	10	1316250	50000	413.0
237	90	123	165	94	360000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4758951	73763738	1.0	150	10	1316250	50000	430.5
238	93	128	173	98	370000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	4931711	76441515	1.0	150	10	1316250	50000	448.0
239	97	133	180	102	380000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	5167031	80088978	1.0	150	10	1316250	50000	465.5
240	101	138	187	106	390000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	5457676	84593983	1.0	150	10	1711125	50000	483.0
241	107	147	198	112	400000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3623622	56166146	1.0	150	10	1711125	50000	514.5
242	112	155	211	118	410000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3664703	56802904	1.0	150	10	1711125	50000	542.5
243	118	164	222	124	420000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3692041	57226633	1.0	150	10	1711125	50000	574.0
244	123	172	235	130	430000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3710085	57506311	1.0	150	10	1711125	50000	602.0
245	130	182	248	137	440000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3728235	57787645	1.0	150	10	1711125	50000	637.0
246	137	191	262	144	450000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3746567	58071793	1.0	150	10	1711125	50000	668.5
247	143	201	276	151	460000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3765083	58358781	1.0	150	10	1711125	50000	703.5
248	150	211	289	158	470000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3783783	58648640	1.0	150	10	1711125	50000	738.5
249	157	222	305	166	480000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3802671	58941397	1.0	150	10	1711125	50000	777.0
250	165	233	320	174	490000	100	3	1500	0.04	100	50	33	1.0	3000	0.01225	3821747	59237082	1.0	150	10	2138906	50000	815.5
251	174	246	338	184	500000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3841014	59535724	1.0	150	10	2138906	50000	861.0
252	184	259	355	194	510000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3860474	59837352	1.0	150	10	2138906	50000	906.5
253	194	273	375	205	520000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3880129	60141997	1.0	150	10	2138906	50000	955.5
254	205	287	394	216	530000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3899980	60449687	1.0	150	10	2138906	50000	1004.5
255	215	302	413	227	540000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3920029	60760455	1.0	150	10	2138906	50000	1057.0
256	225	316	433	238	550000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3940279	61074331	1.0	150	10	2138906	50000	1106.0
257	237	332	453	250	560000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3960732	61391345	1.0	150	10	2138906	50000	1162.0
258	248	347	475	262	570000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	3981389	61711529	1.0	150	10	2138906	50000	1214.5
259	260	363	495	274	580000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4002253	62034915	1.0	150	10	2138906	50000	1270.5
260	271	378	517	286	590000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4023325	62361535	1.0	150	10	2673632	50000	1323.0
261	284	397	541	300	600000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4044608	62691422	1.0	150	10	2673632	50000	1389.5
262	301	420	573	318	610000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4066104	63024607	1.0	150	10	2673632	50000	1470.0
263	322	449	611	340	620000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4087814	63361124	1.0	150	10	2673632	50000	1571.5
264	347	482	657	366	630000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4109742	63701006	1.0	150	10	2673632	50000	1687.0
265	376	521	709	396	640000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4131889	64044287	1.0	150	10	2673632	50000	1823.5
266	408	566	768	430	650000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4154258	64391001	1.0	150	10	2673632	50000	1981.0
267	444	615	835	468	660000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4176850	64741182	1.0	150	10	2673632	50000	2152.5
268	485	671	910	511	670000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4199669	65094864	1.0	150	10	2673632	50000	2348.5
269	530	733	995	559	680000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4222715	65452084	1.0	150	10	2673632	50000	2565.5
270	581	802	1087	612	690000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4245992	65812875	1.0	150	10	3342041	50000	2807.0
271	631	871	1180	665	700000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4269502	66177275	1.0	150	10	3342041	50000	3048.5
272	681	940	1273	718	710000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4293246	66545319	1.0	150	10	3342041	50000	3290.0
273	732	1009	1365	771	720000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4317229	66917043	1.0	150	10	3342041	50000	3531.5
274	782	1078	1458	824	730000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4341451	67292484	1.0	150	10	3342041	50000	3773.0
275	839	1156	1563	884	740000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4365915	67671680	1.0	150	10	3342041	50000	4046.0
276	896	1234	1668	944	750000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4390624	68054668	1.0	150	10	3342041	50000	4319.0
277	953	1312	1773	1004	760000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4415580	68441485	1.0	150	10	3342041	50000	4592.0
278	1010	1390	1878	1064	770000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4440785	68832171	1.0	150	10	3342041	50000	4865.0
279	1067	1468	1983	1124	780000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4466243	69226764	1.0	150	10	3342041	50000	5138.0
280	1124	1546	2088	1184	790000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4491955	69625302	1.0	150	10	4177551	50000	5411.0
281	1181	1624	2193	1244	800000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4517924	70027826	1.0	150	10	4177551	50000	5684.0
282	1238	1702	2298	1304	810000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4544153	70434375	1.0	150	10	4177551	50000	5957.0
283	1295	1780	2403	1364	820000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4570644	70844990	1.0	150	10	4177551	50000	6230.0
284	1352	1858	2508	1424	830000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4597401	71259711	1.0	150	10	4177551	50000	6503.0
285	1419	1949	2630	1494	840000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4624424	71678579	1.0	150	10	4177551	50000	6821.5
286	1485	2040	2753	1564	850000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4651718	72101635	1.0	150	10	4177551	50000	7140.0
287	1552	2131	2875	1634	860000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4679285	72528922	1.0	150	10	4177551	50000	7458.5
288	1618	2222	2998	1704	870000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4707128	72960483	1.0	150	10	4177551	50000	7777.0
289	1685	2313	3120	1774	880000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4735249	73396358	1.0	150	10	4177551	50000	8095.5
290	1761	2417	3260	1854	890000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4763651	73836593	1.0	150	10	5221939	50000	8459.5
291	1837	2521	3400	1934	900000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4792337	74281230	1.0	150	10	5221939	50000	8823.5
292	1913	2625	3540	2014	910000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4821311	74730313	1.0	150	10	5221939	50000	9187.5
293	1989	2729	3680	2094	920000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4850573	75183887	1.0	150	10	5221939	50000	9551.5
294	2065	2833	3820	2174	930000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4880129	75641997	1.0	150	10	5221939	50000	9915.5
295	2150	2950	3978	2264	940000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4909980	76104687	1.0	150	10	5221939	50000	10325.0
296	2236	3067	4135	2354	950000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4940129	76572005	1.0	150	10	5221939	50000	10734.5
297	2321	3184	4293	2444	960000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	4970580	77043996	1.0	150	10	5221939	50000	11144.0
298	2407	3301	4450	2534	970000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	5001336	77520707	1.0	150	10	5221939	50000	11553.5
299	2492	3418	4608	2624	980000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	5032399	78002185	1.0	150	10	5221939	50000	11963.0
300	2578	3535	4765	2714	990000	100	2	1500	0.04	100	50	33	1.0	3000	0.01225	5063773	78488478	1.0	150	10	5744132	50000	12372.5
301	18	4	12	16	0	100	0	1500	0.04	100	50	25	1.0	3000	0.00875	137172	2126166	1.66	150	10	50000	50000	14.0
302	20	5	14	19	10000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	155333	2407658	1.66	150	10	50000	50000	17.5
303	24	5	16	21	20000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	197528	3061679	1.66	150	10	50000	50000	17.5
304	26	6	18	24	30000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	223679	3467028	1.66	150	10	50000	50000	21.0
305	29	7	20	26	40000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	284440	4408818	1.66	150	10	112500	50000	24.5
306	32	7	22	29	50000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	274024	4247368	1.66	150	10	112500	50000	24.5
307	35	8	24	31	60000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	309599	4798781	1.66	150	10	112500	50000	28.0
308	38	8	26	34	70000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	491512	7618437	1.66	150	10	112500	50000	28.0
309	41	9	28	36	80000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	589814	9142125	1.66	150	10	168750	50000	31.5
310	43	10	30	39	90000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	707777	10970550	1.66	150	10	168750	50000	35.0
311	46	10	32	42	100000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	801483	12422989	1.66	150	10	168750	50000	35.0
312	49	11	34	44	110000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	1019199	15797591	1.66	150	10	168750	50000	38.5
313	51	12	36	47	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	1154136	17889103	1.66	150	10	168750	50000	42.0
314	55	12	38	49	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	1446976	22428130	1.66	150	10	168750	50000	42.0
315	57	13	40	52	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	1592707	24686963	1.66	150	10	168750	50000	45.5
316	60	14	43	55	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	1810564	28063745	1.66	150	10	506250	50000	49.0
317	63	15	46	58	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	1901456	29472569	1.66	150	10	506250	50000	52.5
318	68	15	48	61	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2010204	31158167	1.66	150	10	506250	50000	52.5
319	71	16	50	65	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2053373	31827282	1.66	150	10	506250	50000	56.0
320	74	17	53	68	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2102770	32592941	1.66	150	10	506250	50000	59.5
321	77	18	56	71	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2121950	32890229	1.66	150	10	506250	50000	63.0
322	81	19	58	74	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2239133	34706555	1.66	150	10	506250	50000	66.5
323	86	19	60	77	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2464645	38202001	1.66	150	10	506250	50000	66.5
324	88	20	63	81	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2801769	43427425	1.66	150	10	1012500	50000	70.0
325	94	21	67	85	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	2942421	45607518	1.66	150	10	1012500	50000	73.5
326	99	23	70	90	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3110704	48215907	1.66	150	10	1012500	50000	80.5
327	104	24	74	95	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3177505	49251333	1.66	150	10	1012500	50000	84.0
328	109	25	78	100	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3253946	50436158	1.66	150	10	1012500	50000	87.5
329	114	26	82	105	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3283626	50896198	1.66	150	10	1012500	50000	91.0
330	120	27	86	109	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3464960	53706883	1.66	150	10	1012500	50000	94.5
331	125	29	89	114	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3813931	59115934	1.66	150	10	1012500	50000	101.5
332	130	30	93	119	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4384056	67952864	1.66	150	10	1316250	50000	105.0
333	138	31	98	125	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4487379	69554377	1.66	150	10	1316250	50000	108.5
334	144	33	103	132	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4618666	71589320	1.66	150	10	1316250	50000	115.5
335	151	35	108	138	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4664991	72307367	1.66	150	10	1316250	50000	122.5
336	158	36	113	145	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4728193	73286992	1.66	150	10	1316250	50000	126.0
337	165	38	118	151	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4758951	73763738	1.66	150	10	1316250	50000	133.0
338	173	39	123	157	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	4931711	76441515	1.66	150	10	1316250	50000	136.5
339	179	41	128	164	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	5167031	80088978	1.66	150	10	1316250	50000	143.5
340	186	43	133	170	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	5457676	84593983	1.66	150	10	1711125	50000	150.5
341	198	44	141	181	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3623622	56166146	1.66	150	10	1711125	50000	154.0
342	210	45	149	192	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3664703	56802904	1.66	150	10	1711125	50000	157.5
343	222	46	157	203	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3692041	57226633	1.66	150	10	1711125	50000	161.0
344	235	47	165	213	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3710085	57506311	1.66	150	10	1711125	50000	164.5
345	248	49	174	226	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3728235	57787645	1.66	150	10	1711125	50000	171.5
346	261	51	184	238	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3746567	58071793	1.66	150	10	1711125	50000	178.5
347	275	52	193	251	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3765083	58358781	1.66	150	10	1711125	50000	182.0
348	289	54	202	263	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3783783	58648640	1.66	150	10	1711125	50000	189.0
349	305	56	212	277	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3802671	58941397	1.66	150	10	1711125	50000	196.0
350	320	58	223	291	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.00875	3821747	59237082	1.66	150	10	2138906	50000	203.0
351	337	62	236	307	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3841014	59535724	1.66	150	10	2138906	50000	217.0
352	355	66	248	323	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3860474	59837352	1.66	150	10	2138906	50000	231.0
353	374	70	262	341	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3880129	60141997	1.66	150	10	2138906	50000	245.0
354	393	75	276	358	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3899980	60449687	1.66	150	10	2138906	50000	262.5
355	413	79	289	376	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3920029	60760455	1.66	150	10	2138906	50000	276.5
356	433	83	303	393	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3940279	61074331	1.66	150	10	2138906	50000	290.5
357	453	88	318	413	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3960732	61391345	1.66	150	10	2138906	50000	308.0
358	474	93	333	432	570000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	3981389	61711529	1.66	150	10	2138906	50000	325.5
359	495	98	348	451	580000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4002253	62034915	1.66	150	10	2138906	50000	343.0
360	516	103	363	470	590000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4023325	62361535	1.66	150	10	2673632	50000	360.5
361	541	108	380	493	600000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4044608	62691422	1.66	150	10	2673632	50000	378.0
362	573	115	403	521	610000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4066104	63024607	1.66	150	10	2673632	50000	402.5
363	611	124	430	557	620000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4087814	63361124	1.66	150	10	2673632	50000	434.0
364	656	135	463	598	630000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4109742	63701006	1.66	150	10	2673632	50000	472.5
365	709	147	500	646	640000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4131889	64044287	1.66	150	10	2673632	50000	514.5
366	768	160	543	701	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4154258	64391001	1.66	150	10	2673632	50000	560.0
367	836	175	590	761	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4176850	64741182	1.66	150	10	2673632	50000	612.5
368	910	193	644	830	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4199669	65094864	1.66	150	10	2673632	50000	675.5
369	994	212	704	907	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4222715	65452084	1.66	150	10	2673632	50000	742.0
370	1087	233	770	992	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4245992	65812875	1.66	150	10	3342041	50000	815.5
371	1179	254	837	1077	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4269502	66177275	1.66	150	10	3342041	50000	889.0
372	1273	275	903	1161	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4293246	66545319	1.66	150	10	3342041	50000	962.5
373	1365	297	969	1246	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4317229	66917043	1.66	150	10	3342041	50000	1039.5
374	1457	318	1036	1331	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4341451	67292484	1.66	150	10	3342041	50000	1113.0
375	1563	342	1110	1427	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4365915	67671680	1.66	150	10	3342041	50000	1197.0
376	1667	366	1186	1523	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4390624	68054668	1.66	150	10	3342041	50000	1281.0
377	1773	390	1260	1619	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4415580	68441485	1.66	150	10	3342041	50000	1365.0
378	1877	414	1336	1715	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4440785	68832171	1.66	150	10	3342041	50000	1449.0
379	1983	438	1410	1811	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4466243	69226764	1.66	150	10	3342041	50000	1533.0
380	2087	462	1486	1907	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4491955	69625302	1.66	150	10	4177551	50000	1617.0
381	2193	486	1560	2003	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.00875	4517924	70027826	1.66	150	10	4177551	50000	1701.0
