ROWID	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|INTEGER	_ElementDefenseRevision|INTEGER	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
197	15303	23576	9776	16067	94333	102908	145530	138915	1932	16539	16539	70679	81050	13782	12128	100	300	5455	1	1	5513	7719	3969	4851	70679	1	1
198	16419	25295	10489	17238	101212	110412	156180	149065	2073	17748	17748	75829	86950	14790	13015	100	300	5611	1	1	5916	8281	4259	5206	75829	1	1
199	17605	27122	11247	18483	108518	118383	167460	159845	2222	19029	19029	81307	93240	15858	13955	100	300	5766	1	1	6343	8880	4567	5582	81307	1	1
200	18846	29034	12039	19786	116165	126726	179280	171115	2379	20370	20370	87042	99824	16975	14940	100	300	5922	1	1	6790	9507	4889	5976	87042	1	1
201	24	32	35	44	121	243	300	595	5	30	30	96	136	25	25	100	300	75	1	1	10	13	17	10	96	1	1
202	28	37	41	52	140	282	360	700	6	33	33	111	158	28	30	100	300	87	1	1	11	15	20	12	111	1	1
203	32	42	47	59	159	321	390	805	6	39	39	126	178	32	32	100	300	99	1	1	13	17	23	13	126	1	1
204	36	47	53	66	179	360	450	910	7	42	42	141	200	35	38	100	300	111	1	1	14	19	26	15	141	1	1
205	40	52	58	73	197	399	480	1015	8	48	48	156	220	40	40	100	300	123	1	1	16	21	29	16	156	1	1
206	43	57	64	81	217	438	540	1120	9	51	51	172	242	42	45	100	300	135	1	1	17	23	32	18	172	1	1
207	47	62	69	87	236	476	600	1190	9	57	57	187	262	48	50	100	300	147	1	1	19	25	34	20	187	1	1
208	51	67	75	94	255	515	630	1295	10	60	60	205	294	50	52	100	300	159	1	1	20	28	37	21	205	1	1
209	55	72	80	101	275	553	690	1365	11	66	66	220	315	55	58	100	300	171	1	1	22	30	39	23	220	1	1
210	59	77	87	109	294	593	720	1505	12	69	69	235	336	58	60	100	300	183	1	1	23	32	43	24	235	1	1
211	63	82	92	116	313	632	780	1575	13	75	75	250	357	62	65	100	300	195	1	1	25	34	45	26	250	1	1
212	66	87	98	123	333	671	840	1680	13	78	78	266	378	65	70	100	300	207	1	1	26	36	48	28	266	1	1
213	70	92	103	130	352	710	870	1785	14	84	84	281	399	70	72	100	300	219	1	1	28	38	51	29	281	1	1
214	74	97	109	137	371	749	930	1890	15	87	87	296	420	72	78	100	300	231	1	1	29	40	54	31	296	1	1
215	88	117	127	162	454	916	960	1995	18	93	93	339	441	78	80	100	300	285	1	1	31	42	57	32	339	1	1
216	93	123	134	171	478	964	1020	2100	19	99	99	360	472	82	85	100	300	300	1	1	33	45	60	34	360	1	1
217	98	129	142	180	503	1013	1080	2240	20	105	105	377	494	88	90	100	300	315	1	1	35	47	64	36	377	1	1
218	102	135	149	189	527	1062	1140	2380	21	108	108	397	525	90	95	100	300	330	1	1	36	50	68	38	397	1	1
219	107	142	156	198	551	1110	1200	2485	22	114	114	418	556	95	100	100	300	345	1	1	38	53	71	40	418	1	1
220	112	148	163	207	575	1159	1260	2625	23	120	120	435	578	100	105	100	300	360	1	1	40	55	75	42	435	1	1
221	117	154	170	215	599	1207	1320	2730	24	126	126	456	609	105	110	100	300	375	1	1	42	58	78	44	456	1	1
222	122	160	177	225	623	1256	1380	2870	25	132	132	473	630	110	115	100	300	390	1	1	44	60	82	46	473	1	1
223	127	167	184	233	647	1304	1440	2975	26	138	138	493	662	115	120	100	300	405	1	1	46	63	85	48	493	1	1
224	131	173	190	241	671	1353	1500	3080	27	144	144	514	693	120	125	100	300	420	1	1	48	66	88	50	514	1	1
225	138	182	202	255	707	1426	1590	3290	29	153	153	540	724	128	132	100	300	442	1	1	51	69	94	53	540	1	1
226	146	192	212	268	743	1499	1680	3465	30	162	162	569	766	135	140	100	300	465	1	1	54	73	99	56	569	1	1
227	153	201	223	282	780	1572	1770	3675	31	168	168	598	808	140	148	100	300	487	1	1	56	77	105	59	598	1	1
228	160	211	233	295	816	1645	1860	3850	33	177	177	627	850	148	155	100	300	510	1	1	59	81	110	62	627	1	1
229	167	220	244	308	852	1718	1950	4025	34	186	186	656	892	155	162	100	300	532	1	1	62	85	115	65	656	1	1
230	174	229	254	322	888	1790	2040	4200	36	195	195	685	934	162	170	100	300	555	1	1	65	89	120	68	685	1	1
231	182	239	265	335	924	1863	2130	4375	37	204	204	714	976	170	178	100	300	577	1	1	68	93	125	71	714	1	1
232	189	248	275	348	960	1936	2220	4550	39	213	213	743	1018	178	185	100	300	600	1	1	71	97	130	74	743	1	1
233	198	261	290	366	1008	2033	2340	4830	41	222	222	781	1071	185	195	100	300	630	1	1	74	102	138	78	781	1	1
234	208	273	304	384	1056	2131	2460	5075	43	234	234	819	1124	195	205	100	300	660	1	1	78	107	145	82	819	1	1
235	217	286	318	402	1105	2228	2580	5320	45	246	246	856	1176	205	215	100	300	690	1	1	82	112	152	86	856	1	1
236	227	298	331	418	1153	2324	2700	5530	46	258	258	898	1239	215	225	100	300	720	1	1	86	118	158	90	898	1	1
237	237	311	345	436	1201	2421	2820	5775	48	270	270	935	1292	225	235	100	300	750	1	1	90	123	165	94	935	1	1
238	246	323	360	455	1249	2519	2940	6055	50	279	279	973	1344	232	245	100	300	780	1	1	93	128	173	98	973	1	1
239	255	336	374	472	1297	2616	3060	6300	52	291	291	1011	1396	242	255	100	300	810	1	1	97	133	180	102	1011	1	1
240	265	348	388	490	1345	2713	3180	6545	54	303	303	1048	1449	252	265	100	300	850	1	1	101	138	187	106	1048	1	1
241	283	372	414	523	1435	2893	3420	7000	58	327	327	1124	1564	272	285	100	300	894	1	1	109	149	200	114	1124	1	1
242	301	395	442	557	1523	3072	3660	7525	62	348	348	1196	1670	290	305	100	300	938	1	1	116	159	215	122	1196	1	1
243	319	418	467	589	1612	3249	3900	7980	66	372	372	1271	1785	310	325	100	300	982	1	1	124	170	228	130	1271	1	1
244	335	439	493	620	1690	3408	4140	8505	70	393	393	1338	1890	328	345	100	300	1026	1	1	131	180	243	138	1338	1	1
245	355	465	522	656	1786	3603	4410	9030	74	420	420	1421	2016	350	368	100	300	1070	1	1	140	192	258	147	1421	1	1
246	374	490	551	693	1882	3796	4680	9590	78	447	447	1499	2132	372	390	100	300	1114	1	1	149	203	274	156	1499	1	1
247	394	515	580	729	1978	3990	4950	10150	82	471	471	1581	2258	392	412	100	300	1158	1	1	157	215	290	165	1581	1	1
248	413	540	609	764	2071	4178	5220	10675	87	498	498	1661	2384	415	435	100	300	1202	1	1	166	227	305	174	1661	1	1
249	434	568	641	804	2176	4389	5520	11305	92	525	525	1750	2520	438	460	100	300	1246	1	1	175	240	323	184	1750	1	1
250	457	598	675	847	2291	4620	5820	11900	96	555	555	1844	2656	462	485	100	300	1290	1	1	185	253	340	194	1844	1	1
251	499	655	732	922	2525	5092	6120	12530	102	582	582	1990	2793	485	510	100	300	1336	1	1	194	266	358	204	1990	1	1
252	533	700	779	983	2709	5461	6420	13125	107	612	612	2114	2930	510	535	100	300	1382	1	1	204	279	375	214	2114	1	1
253	572	753	834	1055	2924	5893	6750	13825	112	642	642	2254	3076	535	562	100	300	1428	1	1	214	293	395	225	2254	1	1
254	613	807	890	1128	3146	6341	7080	14490	118	675	675	2399	3224	562	590	100	300	1474	1	1	225	307	414	236	2399	1	1
255	654	863	948	1203	3376	6802	7410	15155	124	705	705	2549	3381	588	618	100	300	1520	1	1	235	322	433	247	2549	1	1
256	697	921	1007	1281	3614	7281	7740	15855	130	735	735	2700	3528	612	645	100	300	1566	1	1	245	336	453	258	2700	1	1
257	747	988	1074	1369	3889	7832	8100	16555	136	771	771	2874	3696	642	675	100	300	1612	1	1	257	352	473	270	2874	1	1
258	800	1060	1147	1466	4190	8438	8460	17325	142	804	804	3056	3854	670	705	100	300	1658	1	1	268	367	495	282	3056	1	1
259	850	1128	1214	1554	4467	8994	8820	18025	149	840	840	3231	4022	700	735	100	300	1704	1	1	280	383	515	294	3231	1	1
260	884	1173	1264	1617	4646	9355	9180	18795	155	873	873	3360	4179	728	765	100	300	1750	1	1	291	398	537	306	3360	1	1
261	924	1226	1321	1690	4855	9775	9600	19635	162	912	912	3514	4378	760	800	100	300	1812	1	1	304	417	561	320	3514	1	1
262	975	1293	1394	1784	5123	10315	10140	20755	170	963	963	3708	4620	802	845	100	300	1874	1	1	321	440	593	338	3708	1	1
263	1037	1376	1484	1898	5451	10975	10800	22085	181	1026	1026	3948	4924	855	900	100	300	1937	1	1	342	469	631	360	3948	1	1
264	1111	1474	1590	2034	5839	11756	11580	23695	194	1101	1101	4228	5271	918	965	100	300	1999	1	1	367	502	677	386	4228	1	1
265	1197	1587	1712	2189	6286	12655	12480	25515	209	1188	1188	4553	5680	990	1040	100	300	2062	1	1	396	541	729	416	4553	1	1
266	1293	1716	1850	2366	6792	13675	13500	27580	226	1284	1284	4925	6153	1070	1125	100	300	2124	1	1	428	586	788	450	4925	1	1
267	1401	1859	2005	2564	7359	14816	14640	29925	245	1392	1392	5336	6668	1160	1220	100	300	2186	1	1	464	635	855	488	5336	1	1
268	1524	2021	2180	2788	8000	16107	15930	32550	266	1515	1515	5804	7256	1262	1328	100	300	2249	1	1	505	691	930	531	5804	1	1
269	1660	2202	2376	3039	8716	17548	17370	35525	290	1650	1650	6323	7906	1375	1448	100	300	2311	1	1	550	753	1015	579	6323	1	1
270	1811	2401	2592	3314	9505	19137	18960	38745	316	1803	1803	6898	8631	1502	1580	100	300	2374	1	1	601	822	1107	632	6898	1	1
271	1967	2609	2816	3600	10325	20788	20610	42105	343	1959	1959	7497	9387	1632	1718	100	300	2458	1	1	653	894	1203	687	7497	1	1
272	2129	2824	3048	3897	11174	22498	22320	45605	372	2121	2121	8115	10164	1768	1860	100	300	2543	1	1	707	968	1303	744	8115	1	1
273	2294	3042	3284	4199	12038	24238	24060	49175	400	2286	2286	8743	10952	1905	2005	100	300	2627	1	1	762	1043	1405	802	8743	1	1
274	2467	3272	3533	4517	12948	26070	25890	52920	431	2460	2460	9405	11781	2050	2158	100	300	2712	1	1	820	1122	1512	863	9405	1	1
275	2652	3517	3797	4854	13916	28019	27840	56875	463	2646	2646	10112	12674	2205	2320	100	300	2797	1	1	882	1207	1625	928	10112	1	1
276	2846	3773	4074	5208	14930	30059	29880	61040	496	2841	2841	10848	13598	2368	2490	100	300	2881	1	1	947	1295	1744	996	10848	1	1
277	3048	4041	4363	5578	15988	32191	32010	65380	532	3042	3042	11622	14574	2535	2668	100	300	2966	1	1	1014	1388	1868	1067	11622	1	1
278	3258	4320	4665	5963	17091	34412	34230	69930	568	3252	3252	12424	15582	2710	2852	100	300	3050	1	1	1084	1484	1998	1141	12424	1	1
279	3477	4610	4979	6364	18238	36721	36540	74655	606	3471	3471	13259	16632	2892	3045	100	300	3135	1	1	1157	1584	2133	1218	13259	1	1
280	3704	4912	5305	6781	19431	39122	38940	79555	646	3699	3699	14127	17724	3082	3245	100	300	3220	1	1	1233	1688	2273	1298	14127	1	1
281	3960	5251	5671	7249	20772	41822	41640	85050	691	3957	3957	15104	18952	3298	3470	100	300	3334	1	1	1319	1805	2430	1388	15104	1	1
282	4244	5628	6078	7769	22262	44823	44640	91175	740	4242	4242	16189	20318	3535	3720	100	300	3449	1	1	1414	1935	2605	1488	16189	1	1
283	4557	6042	6527	8342	23902	48124	47940	97930	795	4554	4554	17383	21819	3795	3995	100	300	3564	1	1	1518	2078	2798	1598	17383	1	1
284	4898	6495	7016	8967	25690	51725	51540	105280	854	4896	4896	18686	23457	4080	4295	100	300	3678	1	1	1632	2234	3008	1718	18686	1	1
285	5274	6993	7552	9653	27657	55685	55500	113330	920	5274	5274	20120	25263	4395	4625	100	300	3793	1	1	1758	2406	3238	1850	20120	1	1
286	5677	7528	8131	10393	29774	59946	59760	122045	990	5679	5679	21659	27195	4732	4980	100	300	3908	1	1	1893	2590	3487	1992	21659	1	1
287	6110	8101	8750	11184	32039	64507	64320	131355	1065	6111	6111	23310	29274	5092	5360	100	300	4022	1	1	2037	2788	3753	2144	23310	1	1
288	6570	8711	9411	12027	34453	69369	69180	141295	1146	6573	6573	25066	31479	5478	5765	100	300	4137	1	1	2191	2998	4037	2306	25066	1	1
289	7053	9352	10103	12912	36987	74470	74280	151690	1230	7059	7059	26911	33800	5882	6190	100	300	4252	1	1	2353	3219	4334	2476	26911	1	1
290	7571	10038	10844	13860	39699	79931	79740	162855	1320	7575	7575	28888	36288	6312	6645	100	300	4367	1	1	2525	3456	4653	2658	28888	1	1
291	8134	10784	11651	14890	42650	85872	85680	174965	1418	8142	8142	31035	38986	6785	7140	100	300	4522	1	1	2714	3713	4999	2856	31035	1	1
292	8743	11591	12522	16003	45840	92294	92100	188055	1524	8751	8751	33360	41916	7292	7675	100	300	4678	1	1	2917	3992	5373	3070	33360	1	1
293	9402	12465	13468	17212	49297	99256	99060	202300	1639	9411	9411	35876	45076	7842	8255	100	300	4833	1	1	3137	4293	5780	3302	35876	1	1
294	10113	13408	14486	18513	53023	106757	106560	217595	1763	10125	10125	38590	48489	8438	8880	100	300	4989	1	1	3375	4618	6217	3552	38590	1	1
295	10875	14418	15577	19908	57017	114799	114600	234010	1896	10887	10887	41500	52154	9072	9550	100	300	5144	1	1	3629	4967	6686	3820	41500	1	1
296	11688	15496	16742	21397	61280	123382	123180	251545	2037	11703	11703	44602	56049	9752	10265	100	300	5300	1	1	3901	5338	7187	4106	44602	1	1
297	12552	16642	17980	22978	65810	132503	132300	270130	2188	12570	12570	47904	60207	10475	11025	100	300	5455	1	1	4190	5734	7718	4410	47904	1	1
298	13468	17855	19292	24655	70609	142166	141960	289870	2348	13488	13488	51396	64596	11240	11830	100	300	5611	1	1	4496	6152	8282	4732	51396	1	1
299	14440	19145	20685	26434	75706	152428	152220	310800	2517	14463	14463	55109	69268	12052	12685	100	300	5766	1	1	4821	6597	8880	5074	55109	1	1
300	15458	20494	22143	28298	81042	163171	162960	332745	2694	15483	15483	58993	74151	12902	13580	100	300	5922	1	1	5161	7062	9507	5432	58993	1	1
301	24	31	24	33	324	313	480	472	4	77	54	49	42	45	40	100	300	75	1	1	18	4	12	16	49	1	1
302	28	36	28	38	376	364	570	551	5	87	60	58	52	50	48	100	300	87	1	1	20	5	14	19	58	1	1
303	32	41	32	44	428	414	630	629	6	103	72	63	52	60	52	100	300	99	1	1	24	5	16	21	63	1	1
304	36	46	36	49	480	464	720	707	6	112	78	72	63	65	60	100	300	111	1	1	26	6	18	24	72	1	1
305	40	51	40	54	532	514	780	786	7	125	87	81	74	72	65	100	300	123	1	1	29	7	20	26	81	1	1
306	43	56	43	60	584	564	870	864	8	138	96	87	74	80	72	100	300	135	1	1	32	7	22	29	87	1	1
307	47	61	47	65	635	615	930	942	9	150	105	96	84	88	78	100	300	147	1	1	35	8	24	31	96	1	1
308	51	66	51	70	687	665	1020	1021	9	163	114	102	84	95	85	100	300	159	1	1	38	8	26	34	102	1	1
309	55	71	55	76	739	715	1080	1099	10	176	123	111	94	102	90	100	300	171	1	1	41	9	28	36	111	1	1
310	59	76	59	81	791	765	1170	1177	11	185	129	120	105	108	98	100	300	183	1	1	43	10	30	39	120	1	1
311	62	81	63	86	843	815	1260	1256	11	198	138	125	105	115	105	100	300	195	1	1	46	10	32	42	125	1	1
312	66	86	67	92	895	866	1320	1334	12	211	147	134	116	122	110	100	300	207	1	1	49	11	34	44	134	1	1
313	70	91	71	97	947	916	1410	1412	13	221	153	143	126	128	118	100	300	219	1	1	51	12	36	47	143	1	1
314	74	96	74	102	998	966	1470	1491	13	236	165	149	126	138	122	100	300	231	1	1	55	12	38	49	149	1	1
315	86	112	88	123	1227	1186	1560	1598	17	259	171	177	136	142	130	100	300	285	1	1	57	13	40	52	177	1	1
316	90	118	93	129	1291	1249	1650	1714	18	273	180	188	147	150	138	100	300	300	1	1	60	14	43	55	188	1	1
317	95	124	99	136	1356	1313	1740	1829	18	286	189	198	158	158	145	100	300	315	1	1	63	15	46	58	198	1	1
318	100	131	103	143	1421	1375	1830	1910	19	306	204	205	158	170	152	100	300	330	1	1	68	15	48	61	205	1	1
319	105	137	108	149	1486	1437	1950	1990	20	319	213	216	168	178	162	100	300	345	1	1	71	16	50	65	216	1	1
320	109	143	113	156	1551	1500	2040	2105	21	333	222	226	178	185	170	100	300	360	1	1	74	17	53	68	226	1	1
321	114	149	118	163	1615	1563	2130	2221	22	347	231	236	189	192	178	100	300	375	1	1	77	18	56	71	236	1	1
322	119	155	122	169	1680	1626	2220	2301	23	363	243	247	200	202	185	100	300	390	1	1	81	19	58	74	247	1	1
323	124	162	127	175	1745	1688	2310	2381	24	383	258	254	200	215	192	100	300	405	1	1	86	19	60	77	254	1	1
324	128	168	132	182	1810	1751	2430	2497	24	393	264	264	210	220	202	100	300	420	1	1	88	20	63	81	264	1	1
325	136	177	139	192	1907	1845	2550	2652	26	418	282	278	220	235	212	100	300	442	1	1	94	21	67	85	278	1	1
326	143	187	146	202	2004	1939	2700	2773	27	440	297	295	242	248	225	100	300	465	1	1	99	23	70	90	295	1	1
327	150	196	154	212	2101	2033	2850	2929	28	462	312	309	252	260	238	100	300	487	1	1	104	24	74	95	309	1	1
328	157	205	161	222	2199	2127	3000	3084	30	484	327	323	262	272	250	100	300	510	1	1	109	25	78	100	323	1	1
329	164	214	168	232	2296	2222	3150	3240	31	506	342	337	273	285	262	100	300	532	1	1	114	26	82	105	337	1	1
330	171	223	176	242	2393	2316	3270	3395	32	531	360	351	284	300	272	100	300	555	1	1	120	27	86	109	351	1	1
331	178	233	183	252	2490	2409	3420	3516	34	553	375	368	304	312	285	100	300	577	1	1	125	29	89	114	368	1	1
332	185	242	190	262	2587	2504	3570	3672	35	575	390	382	315	325	298	100	300	600	1	1	130	30	93	119	382	1	1
333	195	254	200	275	2717	2629	3750	3867	37	608	414	400	326	345	312	100	300	630	1	1	138	31	98	125	400	1	1
334	204	266	209	288	2847	2754	3960	4063	38	635	432	420	346	360	330	100	300	660	1	1	144	33	103	132	420	1	1
335	214	279	219	301	2976	2880	4140	4259	40	665	453	441	368	378	345	100	300	690	1	1	151	35	108	138	441	1	1
336	223	291	228	314	3106	3005	4350	4455	42	696	474	459	378	395	362	100	300	720	1	1	158	36	113	145	459	1	1
337	233	303	238	327	3235	3131	4530	4650	44	726	495	479	399	412	378	100	300	750	1	1	165	38	118	151	479	1	1
338	243	316	248	341	3364	3256	4710	4846	46	759	519	497	410	432	392	100	300	780	1	1	173	39	123	157	497	1	1
339	252	328	257	354	3494	3381	4920	5042	47	786	537	518	430	448	410	100	300	810	1	1	179	41	128	164	518	1	1
340	261	340	267	367	3624	3507	5100	5238	49	817	558	538	452	465	425	100	300	850	1	1	186	43	133	170	538	1	1
341	279	363	285	392	3864	3739	5490	5626	52	876	600	574	483	500	458	100	300	894	1	1	200	46	143	183	574	1	1
342	297	386	303	416	4101	3969	5880	6014	56	934	642	610	514	535	490	100	300	938	1	1	214	49	153	196	610	1	1
343	315	410	321	441	4339	4198	6270	6402	60	993	684	646	546	570	522	100	300	982	1	1	228	52	163	209	646	1	1
344	333	431	337	463	4547	4401	6630	6785	63	1053	729	679	578	608	552	100	300	1026	1	1	243	55	173	221	679	1	1
345	352	457	357	490	4807	4652	7080	7211	67	1116	774	720	620	645	590	100	300	1070	1	1	258	59	184	236	720	1	1
346	372	482	377	517	5064	4901	7500	7672	71	1180	819	762	662	682	625	100	300	1114	1	1	273	63	196	250	762	1	1
347	392	507	397	543	5321	5150	7950	8098	75	1246	867	799	693	722	662	100	300	1158	1	1	289	66	207	265	799	1	1
348	411	532	416	569	5572	5392	8370	8523	79	1312	915	840	735	762	698	100	300	1202	1	1	305	70	218	279	840	1	1
349	433	560	437	598	5852	5663	8850	8988	83	1385	969	884	777	808	738	100	300	1246	1	1	323	74	230	295	884	1	1
350	456	589	461	630	6160	5962	9330	9492	88	1458	1020	930	819	850	778	100	300	1290	1	1	340	78	243	311	930	1	1
351	494	641	503	690	6798	6579	9810	10051	92	1555	1071	1014	861	892	818	100	300	1336	1	1	357	82	256	327	1014	1	1
352	525	684	536	738	7295	7059	10290	10552	96	1645	1125	1081	903	938	858	100	300	1382	1	1	375	86	268	343	1081	1	1
353	562	733	576	793	7878	7623	10830	11136	101	1744	1182	1158	945	985	902	100	300	1428	1	1	394	90	282	361	1158	1	1
354	599	783	617	851	8482	8208	11340	11724	106	1845	1239	1241	998	1032	945	100	300	1474	1	1	413	95	296	378	1241	1	1
355	637	835	658	910	9106	8810	11880	12281	111	1950	1299	1323	1040	1082	990	100	300	1520	1	1	433	99	309	396	1323	1	1
356	676	889	701	971	9751	9434	12390	12876	116	2056	1359	1407	1082	1132	1032	100	300	1566	1	1	453	103	323	413	1407	1	1
357	721	949	750	1041	10499	10157	12990	13522	121	2170	1419	1505	1134	1182	1082	100	300	1612	1	1	473	108	338	433	1505	1	1
358	768	1015	804	1117	11318	10949	13560	14181	126	2293	1482	1612	1186	1235	1130	100	300	1658	1	1	494	113	353	452	1612	1	1
359	813	1076	853	1188	12072	11677	14130	14828	131	2410	1545	1711	1239	1288	1178	100	300	1704	1	1	515	118	368	471	1711	1	1
360	846	1120	887	1235	12555	12144	14700	15431	136	2508	1608	1780	1292	1340	1225	100	300	1750	1	1	536	123	383	490	1780	1	1
361	884	1170	927	1291	13119	12689	15390	16117	143	2623	1683	1858	1344	1402	1282	100	300	1812	1	1	561	128	400	513	1858	1	1
362	934	1235	979	1362	13843	13390	16230	17039	150	2771	1779	1961	1418	1482	1352	100	300	1874	1	1	593	135	423	541	1961	1	1
363	994	1315	1041	1450	14729	14247	17310	18127	160	2948	1893	2087	1512	1578	1442	100	300	1937	1	1	631	144	450	577	2087	1	1
364	1064	1408	1116	1553	15775	15260	18540	19451	172	3158	2028	2238	1628	1690	1545	100	300	1999	1	1	676	155	483	618	2238	1	1
365	1147	1517	1201	1672	16983	16427	19980	20940	185	3404	2187	2410	1754	1822	1665	100	300	2062	1	1	729	167	520	666	2410	1	1
366	1239	1639	1299	1807	18352	17752	21630	22666	200	3679	2364	2603	1890	1970	1802	100	300	2124	1	1	788	180	563	721	2603	1	1
367	1343	1777	1407	1958	19881	19231	23430	24558	216	3993	2568	2819	2048	2140	1952	100	300	2186	1	1	856	195	610	781	2819	1	1
368	1460	1931	1530	2129	21614	20908	25500	26728	235	4339	2790	3069	2236	2325	2125	100	300	2249	1	1	930	213	664	850	3069	1	1
369	1591	2104	1667	2320	23547	22777	27810	29139	256	4729	3042	3343	2436	2535	2318	100	300	2311	1	1	1014	232	724	927	3343	1	1
370	1736	2296	1818	2530	25679	24839	30360	31793	279	5161	3321	3645	2656	2768	2530	100	300	2374	1	1	1107	253	790	1012	3645	1	1
371	1886	2494	1975	2748	27894	26982	33000	34566	303	5608	3609	3960	2888	3008	2750	100	300	2458	1	1	1203	275	859	1100	3960	1	1
372	2042	2700	2138	2974	30187	29200	35730	37421	328	6072	3909	4287	3129	3258	2978	100	300	2543	1	1	1303	298	930	1191	4287	1	1
373	2200	2908	2304	3205	32522	31459	38520	40352	354	6542	4212	4619	3370	3510	3210	100	300	2627	1	1	1404	321	1003	1284	4619	1	1
374	2367	3129	2478	3447	34979	33836	41430	43409	380	7042	4536	4967	3622	3780	3452	100	300	2712	1	1	1512	345	1079	1381	4967	1	1
375	2544	3363	2663	3705	37594	36366	44550	46665	409	7571	4878	5339	3896	4065	3712	100	300	2797	1	1	1626	371	1160	1485	5339	1	1
376	2729	3608	2858	3976	40332	39015	47820	50117	438	8119	5229	5731	4190	4358	3985	100	300	2881	1	1	1743	399	1246	1594	5731	1	1
377	2923	3864	3061	4257	43192	41780	51240	53658	469	8698	5604	6136	4484	4670	4270	100	300	2966	1	1	1868	427	1334	1708	6136	1	1
378	3125	4131	3272	4551	46171	44663	54780	57394	502	9299	5991	6561	4798	4992	4565	100	300	3050	1	1	1997	457	1427	1826	6561	1	1
379	3335	4409	3492	4857	49269	47659	58470	61254	536	9929	6399	6999	5114	5332	4872	100	300	3135	1	1	2133	487	1523	1949	6999	1	1
380	3554	4698	3720	5175	52489	50775	62310	65273	570	10579	6819	7457	5450	5682	5192	100	300	3220	1	1	2273	519	1623	2077	7457	1	1
381	3799	5022	3977	5532	56113	54280	66630	69813	610	11310	7290	7973	5828	6075	5552	100	300	3334	1	1	2430	555	1736	2221	7973	1	1
382	4073	5383	4263	5929	60138	58173	71430	74802	654	12126	7818	8545	6248	6515	5952	100	300	3449	1	1	2606	595	1860	2381	8545	1	1
383	4373	5780	4577	6366	64567	62457	76710	80346	702	13020	8394	9175	6710	6995	6392	100	300	3564	1	1	2798	639	1998	2557	9175	1	1
384	4700	6212	4920	6842	69397	67130	82470	86376	754	13996	9024	9862	7214	7520	6872	100	300	3678	1	1	3008	687	2148	2749	9862	1	1
385	5060	6688	5297	7367	74712	72271	88830	93008	812	15066	9714	10618	7770	8095	7402	100	300	3793	1	1	3238	740	2313	2961	10618	1	1
386	5448	7200	5702	7930	80428	77800	95640	100125	874	16223	10461	11432	8368	8718	7970	100	300	3908	1	1	3487	797	2490	3188	11432	1	1
387	5863	7749	6136	8534	86547	83719	102930	107762	941	17459	11259	12303	9009	9382	8578	100	300	4022	1	1	3753	858	2680	3431	12303	1	1
388	6305	8333	6599	9177	93069	90028	110700	115919	1012	18775	12108	13231	9692	10090	9225	100	300	4137	1	1	4036	923	2883	3690	13231	1	1
389	6768	8945	7084	9853	99912	96649	118860	124478	1086	20157	12999	14205	10406	10832	9905	100	300	4252	1	1	4333	991	3096	3962	14205	1	1
